review_score,repeat_rate,customer_count,repeat_rate_pct
1.0,0.02704791344667697,9058,2.7
2.0,0.030866362679761488,2851,3.1
3.0,0.029081898800208658,7668,2.9
4.0,0.02913676886279626,18396,2.9
5.0,0.030802096076247513,54769,3.1
